Nicholas Barnes,Chad Well,22,134,1990-08-18
Christopher Turner,Dale Streets,43,21,2000-04-08
David Hanson,Charles Manor,53,42,1932-06-28
John Diaz,Copeland Stravenue,55,28,1964-06-28
Amanda Salazar,Griffin Lodge,52,84,2006-04-22
Pedro Clayton,Bennett Parkways,31,8,1953-01-23
Derrick Norton,Larry Fords,50,91,1991-04-21
Samuel Foster,Krause Stream,44,58,1941-12-15
James Duncan,Green Ferry,55,47,1974-12-30
Stacy Lutz,Joshua Summit,38,85,1969-03-07
Wesley Huffman,Snyder Forest,55,66,1931-08-29
James Wright DVM,Patrick Road,4,63,2001-11-06
Jon Sanchez PhD,Melissa Cove,56,114,1954-07-29
William Mooney,Susan Green,31,54,1994-03-13
Jessica Bowen,Timothy Field,49,99,1975-02-18
Lisa Simmons,Ponce Burg,8,146,1987-08-26
Amanda Mccormick,Kyle Square,56,125,2010-08-03
Daniel Brown,Best Ridge,21,4,1920-07-06
Jacqueline Thompson,Wells Walk,40,63,1939-07-02
Brian Black,Benjamin Rest,26,141,1993-05-20
Mark Hess,Anderson Summit,51,84,1933-08-12
Lori Benson,Nicole Centers,17,56,2010-12-25
Ms. Brittany Downs DDS,Coleman Ramp,35,150,1942-02-07
Jaclyn Moreno,Cabrera Vista,45,75,1993-02-15
Sarah Lopez,Hubbard Curve,14,45,2017-11-20
Linda Peterson,Joseph Wall,27,87,1960-09-29
Kevin Gordon,Gardner Club,52,27,1921-07-09
Kimberly Anderson,Elizabeth Points,32,101,1915-03-05
Daniel Holder,Ryan Walk,12,117,1996-09-02
Hector Howard,Justin Crossing,57,134,1924-09-26
Ryan Smith,Sarah Mission,56,55,1989-11-25
Caitlyn Lewis,Aaron Mission,48,129,1945-01-29
Diane Garrett,Cynthia Summit,6,98,1997-04-21
Tammy Rodriguez,Eaton Ports,29,54,2000-01-15
Joshua Brown,Melissa Walk,17,132,1924-09-17
David Neal,Walker Tunnel,28,30,1921-12-19
Emily Levy,Mike Skyway,29,113,1987-03-22
Allison Russell,Russell Glen,47,107,2005-09-25
Kevin Lee,Wallace Road,4,124,2005-02-28
Victoria Trujillo,Monica Passage,45,56,1985-12-07
Laurie Williams,Martinez Forge,41,120,1918-12-18
Lisa Howell,Brittany Loop,51,98,1934-05-01
Tyrone Mcintosh,Isaiah Road,24,50,1944-08-11
Jennifer Gilbert,Baxter Landing,38,38,1930-08-20
Timothy Stevens,Wells Locks,57,112,1972-11-05
Jill White,Brett Courts,56,29,1927-03-07
Amy Byrd,Bethany Track,7,123,1943-06-13
Isaac Hall,Jennifer Club,57,60,1943-09-02
Darrell Ayala,Clark Ridges,37,132,1983-08-21
Tiffany Escobar,Bradshaw Alley,59,112,1959-12-18
Miss Jade Scott PhD,Kelly Knolls,4,124,2002-08-22
David Marquez,Cameron Terrace,34,61,1987-05-01
Rebecca Reynolds,Michael Village,57,62,1946-01-06
Jaime Wolfe,Williamson River,29,81,1995-01-24
Joyce Navarro,Rice Knolls,49,122,1949-04-07
Karen Alexander,Cain Pike,18,64,2001-06-12
Shannon Rodriguez,Hammond Inlet,55,13,2003-11-23
Mr. John Rodriguez,Randy Street,31,116,1936-12-24
Jacqueline Sherman,Leslie Forks,5,63,2002-09-16
Kelly Stone,Dawn Overpass,59,45,1986-10-17
John Martinez,Jennifer Gardens,6,118,2014-07-23
Alejandro Steele,Sawyer Trail,35,97,2023-03-11
Jason Dorsey,Robinson Fork,2,66,1978-06-03
Vincent Morrison,White Shoals,20,60,1934-04-28
Andrew Nelson,Watson Ports,55,54,1931-12-31
Bradley Franco,Vincent Way,2,125,1963-08-16
Summer Moore,York Path,25,99,1931-09-30
Casey White,Edward Club,52,104,2016-08-28
Savannah Montgomery,Smith Ford,24,106,1916-08-31
John Francis,Christina Throughway,36,11,1924-07-25
Julie Bass,Betty Falls,36,121,1978-05-28
Angelica Baker,Jessica Forks,9,65,1973-08-23
Dr. Jessica Diaz,Elizabeth Mount,23,41,2010-02-03
Dale Pham,Dunn Way,53,144,1941-09-02
Madison Jennings,Rachel Circle,52,107,1930-04-25
Jason Barker,Mcmillan Viaduct,9,67,2011-06-25
Kenneth Miller,Elizabeth Shores,57,114,1999-10-14
Joseph Torres,Lori Pines,34,86,1974-03-13
Kaitlyn Johnston,Pineda Estates,1,15,1918-07-01
Neil Ross,Miller Union,43,14,1993-10-18
Carolyn Mathews,Lisa Rest,12,130,1998-10-13
Albert Andrews,Powell Views,23,96,1998-10-02
Rebecca Yang,Brock Cliff,31,68,1971-10-15
Cynthia Black,Neal Corner,2,51,1968-09-11
Daniel Carr,Debbie Causeway,48,66,1967-02-17
Tammy Young,Mallory Extensions,10,129,2015-11-05
Amanda Nicholson,Pearson Port,11,86,1986-06-10
Tara Campbell,Marquez Pines,49,77,1960-06-10
Keith Snyder,Harris Course,53,123,1949-11-24
Dave Griffin,Angela Hills,22,38,1959-11-27
Derek Spencer,Richard Inlet,38,124,1974-11-10
Devon Mclaughlin,Mcclain Junctions,9,127,1956-07-21
Linda Navarro,Alexander Street,54,137,1909-11-04
Jonathan Obrien,Jennifer Rue,22,2,2002-05-27
Nicole Franco,Sheila Circle,5,3,1976-02-13
Patrick Smith,Wells Walks,36,62,1980-11-05
Sarah Mahoney,Patrick Drive,24,45,1992-12-04
